artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,genre
The Civil Wars,The One That Got Away,0.692,0.439,212787,0.313,5.62e-06,2,0.0464,-10.122,0.0291,145.899,4,0.224,folk
Fleet Foxes,Montezuma,0.854,0.314,217120,0.308,0.0117,0,0.0993,-9.117,0.0283,99.214,4,0.0989,folk
Serge Gainsbourg,La femme des uns sous le corps des autres,0.204,0.562,179093,0.381,0,8,0.0645,-11.939,0.0607,91.551,4,0.756,french
Juliette Gréco,Sous le ciel de Paris,0.842,0.45,199107,0.197,0,7,0.336,-13.584,0.0342,95.551,4,0.601,french
Emilie Simon,Fleur De Saison,0.000547,0.655,250813,0.872,0.109,11,0.335,-6.202,0.0649,142.99,4,0.54,french
Vincent Scotto,J'Ai Deux Amours,0.943,0.502,174133,0.226,3.64e-06,0,0.142,-9.997,0.0364,86.357,4,0.268,french
MIKA,Elle me dit,0.0409,0.8,218507,0.766,0.000188,10,0.115,-4.482,0.0437,125.974,4,0.456,french
Camille,"1,2,3",0.795,0.514,155600,0.124,0,9,0.0594,-12.315,0.0633,174.268,3,0.245,french
Nino Ferrer,Le Sud,0.389,0.534,274960,0.369,1.51e-05,4,0.101,-14.806,0.0241,90.198,4,0.613,french
Zaz,Je veux,0.244,0.518,219187,0.873,0,2,0.0558,-4.017,0.0828,155.198,4,0.73,french
Stromae,tous les mêmes,0.195,0.68,210933,0.651,0.00228,5,0.276,-9.113,0.141,110.018,4,0.668,french
Kate Ryan,Ella Elle L A - Radio Version,0.0029,0.56,184307,0.859,5.71e-05,4,0.298,-4.407,0.0326,124.929,4,0.575,french
Jacques Brel,Marieke,0.736,0.377,163933,0.573,0,9,0.0772,-6.769,0.0579,93.748,3,0.641,french
Maître Gims,Changer,0.795,0.572,211547,0.321,2.39e-05,8,0.111,-8.345,0.0319,153.586,4,0.312,french
Charles Trenet,La Mer,0.975,0.358,203667,0.273,0.215,0,0.163,-12.589,0.0386,85.006,5,0.557,french
Édith Piaf,La vie en rose,0.981,0.368,187733,0.278,0,0,0.272,-8.596,0.0302,82.305,4,0.331,french
Carla Bruni,L'Amour,0.894,0.494,183640,0.284,0.00121,6,0.16,-10.86,0.11,204.141,3,0.399,french
Yann Tiersen,La redécouverte,0.401,0.475,73160,0.375,0.371,9,0.0427,-14.557,0.0277,99.772,3,0.828,french
Stromae,humain à l'eau,0.031,0.838,239227,0.743,0,11,0.0852,-9.098,0.332,138.02,4,0.44,french
Jacques Dutronc,"Il est cinq heures, Paris s'éveille",0.229,0.562,173587,0.662,0,9,0.342,-8.35,0.0305,139.814,4,0.749,french
Téléphone,Un autre monde - Remasterisé En 2006,0.176,0.534,271080,0.75,0.0243,2,0.0903,-6.937,0.0412,142.622,4,0.272,french
Charles Aznavour,La bohème,0.862,0.258,245533,0.269,0,0,0.247,-11.277,0.0391,72.682,4,0.538,french
Jacques Brel,Quand on n'a que l'amour,0.583,0.553,149600,0.419,1.66e-05,1,0.0888,-4.79,0.0327,90.506,4,0.55,french
Stromae,Papaoutai,0.0311,0.715,231509,0.825,0,10,0.0737,-6.582,0.0804,115.955,4,0.258,french
Édith Piaf,L'accordéoniste,0.864,0.571,217427,0.312,0,7,0.339,-8.125,0.058,109.613,4,0.633,french
Yelle,Safari Disco Club,0.0631,0.733,214133,0.639,0.432,5,0.0565,-5.131,0.0389,119.988,4,0.914,french
Sexion D'Assaut,Désolé,0.428,0.631,204453,0.482,0,1,0.0819,-6.761,0.121,100.013,4,0.679,french
Joe Dassin,A toi,0.367,0.707,169547,0.609,5.32e-06,9,0.204,-10.549,0.0571,129.145,4,0.839,french
Cœur De Pirate,Adieu,0.491,0.397,147240,0.78,0,2,0.0999,-5.02,0.186,142.308,5,0.688,french
Renan Luce,La lettre,0.237,0.822,196719,0.56,0,1,0.0828,-6.54,0.0363,130.013,4,0.971,french
Zaz,Les passants,0.598,0.758,212733,0.641,0,0,0.0916,-7.035,0.12,76.96,4,0.684,french
Charles Aznavour,For me formidable,0.735,0.493,138627,0.357,0,1,0.0761,-8.247,0.0355,140.46,4,0.576,french
Saez,Jeune et con,0.000996,0.393,234973,0.83,0,4,0.658,-6.917,0.0821,103.362,4,0.268,french
Joyce Jonathan,Je Ne Sais Pas,0.326,0.813,217693,0.453,0,2,0.146,-8.978,0.114,120.017,4,0.841,french
Marc Lavoine,Je ne veux qu'elle,0.0511,0.686,238747,0.621,0.123,0,0.163,-10.452,0.0275,92.772,4,0.466,french
Camélia Jordana,Non non non (Ecouter Barbara),0.279,0.655,168253,0.636,0.00108,8,0.19,-4.778,0.034,111.023,4,0.397,french
Maître Gims,J'me tire,0.00892,0.752,249867,0.676,1.94e-06,1,0.186,-5.233,0.0418,95.017,4,0.414,french
Brigitte Bardot,La madrague,0.85,0.526,154160,0.184,3.44e-05,7,0.157,-16.997,0.0515,114.182,4,0.564,french
Françoise Hardy,Comment te dire adieu - It Hurts To Say Goodbye,0.196,0.73,146333,0.447,0.00553,10,0.113,-11.674,0.0555,124.158,4,0.865,french
Carla Bruni,J'en Connais,0.843,0.751,154253,0.385,0.000155,7,0.236,-8.148,0.0388,111.581,4,0.174,french
Édith Piaf,"Non, Je Ne Regrette Rien",0.858,0.385,142280,0.354,3.11e-06,7,0.168,-6.595,0.029,87.061,4,0.429,french
Stromae,Alors On Danse,0.135,0.75,213520,0.774,5.49e-05,1,0.286,-5.869,0.0809,119.936,4,0.709,french
Brigitte Bardot,Ne Me Laisse Pas L'Aimer,0.487,0.654,117667,0.499,0,4,0.15,-12.638,0.0425,129.097,4,0.929,french
Bernard Lavilliers,Idées Noires,0.189,0.773,222912,0.442,1.39e-05,4,0.0845,-14.49,0.18,105.426,4,0.681,french
Jacques Brel,La tendresse,0.483,0.324,159843,0.325,0.000585,2,0.248,-9.443,0.0311,100.481,4,0.355,french
Jacques Dutronc,Les cactus,0.00036,0.454,158880,0.884,0.003,4,0.0356,-4.241,0.0568,123.014,4,0.803,french
Daft Punk,Get Lucky - Radio Edit,0.0426,0.794,248413,0.811,1.07e-06,6,0.101,-8.966,0.038,116.047,4,0.865,french
Charles Trenet,Boum!,0.877,0.744,152184,0.341,0.000258,2,0.297,-11.694,0.0417,98.555,4,0.912,french
Yann Tiersen,La noyée,0.828,0.525,123000,0.209,0.927,7,0.0712,-9.403,0.0442,138.702,3,0.946,french
Stromae,merci,0.00569,0.556,229320,0.668,0.873,0,0.238,-9.569,0.031,102.007,4,0.299,french
Louise Attaque,Les nuits parisiennes,0.196,0.41,151600,0.696,0,11,0.331,-6.744,0.0466,127.977,4,0.55,french
Jacques Brel,Ne me quitte pas,0.807,0.428,232516,0.229,7.54e-05,8,0.195,-10.995,0.0479,104.56,4,0.31,french
Mélanie Laurent,En t'attendant,0.245,0.723,240680,0.434,0.0107,9,0.0778,-10.326,0.0297,133.027,4,0.432,french
Alain Bashung,Vertige de l'amour,0.216,0.75,196440,0.537,0.43,4,0.135,-10.271,0.0277,112.264,4,0.775,french
Eartha Kitt,C'est Si Bon,0.832,0.447,177400,0.324,0,5,0.0703,-12.482,0.07,152.68,4,0.538,french
Rose,Sombre Con,0.603,0.753,214693,0.517,9.52e-06,6,0.229,-8.867,0.0519,110.098,4,0.443,french
Stromae,House'llelujah,0.0582,0.653,239520,0.569,0,9,0.099,-7.917,0.0584,121.936,4,0.483,french
De Palmas,J'en rêve encore - Radio Edit,0.00557,0.541,238987,0.697,0.000302,1,0.162,-6.488,0.0281,85.918,4,0.162,french
Sexion D'Assaut,Wati House,0.15,0.949,256240,0.894,0.000113,5,0.0581,-4.307,0.0673,125.035,4,0.789,french
Gilbert Bécaud,Nathalie,0.0636,0.4,246200,0.582,0,9,0.0883,-9.396,0.0925,133.828,4,0.676,french
Carla Bruni,La possibilité d'une île,0.809,0.625,237440,0.37,0.000201,4,0.111,-10.798,0.026,76.005,4,0.329,french
Camille,Ta douleur,0.759,0.842,186933,0.385,0,9,0.154,-8.915,0.106,127.008,4,0.635,french
Louis Garrel,Je n'aime que toi,0.0994,0.691,160280,0.523,0,2,0.33,-10.492,0.0649,88.032,4,0.429,french
Guillaume Grand,Toi et moi,0.731,0.698,226093,0.528,1.32e-06,6,0.0929,-10.991,0.0612,130.181,4,0.405,french
De Palmas,Une seule vie (Marcher dans le sable) - Version Radio,0.0113,0.638,184333,0.705,1.2e-05,0,0.084,-5.504,0.0247,101.015,4,0.814,french
Louise Attaque,Léa,0.679,0.572,197720,0.301,0,9,0.277,-9.403,0.04,113.622,4,0.531,french
Alain Bashung,La nuit je mens,0.0287,0.495,264787,0.635,2.89e-05,11,0.398,-9.234,0.0281,146.88,4,0.565,french
Yves Montand,Sous le ciel de Paris,0.844,0.441,176200,0.246,3.36e-06,4,0.115,-14.923,0.0428,106.08,4,0.618,french
Benjamin Biolay,Dans la Merco Benz - Radio Edit,0.0017,0.425,188280,0.789,0.19,0,0.126,-5.814,0.0452,177.975,4,0.85,french
M83,Midnight City,0.0182,0.507,243960,0.729,1.4e-06,11,0.0658,-5.399,0.0393,105.013,4,0.275,french
Françoise Hardy,Le temps de l'amour (Remastered),0.729,0.584,145305,0.409,0,8,0.138,-10.653,0.0307,130.847,4,0.559,french
Yann Tiersen,"Comptine d'un autre été, l'après-midi",0.991,0.484,140733,0.192,0.908,2,0.106,-15.378,0.0465,100.084,4,0.055,french
Joe Dassin,L'Eté Indien,0.167,0.476,269320,0.602,0.000706,7,0.168,-8.929,0.0371,121.608,4,0.612,french
Georges Brassens,La Cane de Jeanne,0.839,0.59,86813,0.184,0.018,8,0.108,-12.453,0.118,183.064,3,0.223,french
Brigitte Bardot,Moi je joue,0.41,0.652,102667,0.742,0.052,9,0.323,-9.687,0.0501,106.096,4,0.762,french
Robin Thicke,Blurred Lines,0.00453,0.862,263053,0.503,1.87e-05,7,0.0761,-7.703,0.0494,119.998,4,0.863,french
Carla Bruni,Le temps perdu,0.813,0.78,165960,0.394,1.54e-06,6,0.118,-10.288,0.16,116.008,4,0.718,french
Zazie,Je suis un homme,0.313,0.541,247240,0.672,0.00711,10,0.113,-6.935,0.0257,85.127,4,0.504,french
Phoenix,Lisztomania,0.0336,0.643,242147,0.79,0.00347,0,0.566,-6.403,0.0356,97.548,4,0.326,french
Indila,Dernière danse,0.183,0.658,212917,0.457,0,0,0.0895,-7.627,0.0592,114.914,4,0.262,french
Serge Gainsbourg,Je t'aime moi non plus,0.0298,0.449,260027,0.511,0.0422,0,0.289,-9.313,0.0284,83.081,4,0.556,french
Carla Bruni,Tout Le Monde,0.836,0.492,197360,0.254,0.00144,4,0.117,-13.217,0.0445,135.662,3,0.145,french
Édith Piaf,L'homme à la moto,0.714,0.568,124547,0.787,0,1,0.0283,-6.759,0.281,75.254,3,0.927,french
Indochine,J'ai demandé a la lune,0.231,0.713,212173,0.626,0.231,6,0.227,-9.027,0.0236,110.005,4,0.623,french
Jacques Brel,La chanson des vieux amants,0.816,0.396,270467,0.26,5.26e-05,0,0.111,-11.809,0.0314,118.215,3,0.234,french
Camélia Jordana,Moi c'est,0.762,0.862,170893,0.409,0.0871,6,0.0927,-10.255,0.0399,135.013,4,0.81,french
Brigitte Bardot,Tu veux ou tu veux pas?,0.0418,0.56,150373,0.705,0.0901,0,0.443,-7.778,0.0534,137.174,4,0.754,french
Stromae,carmen,0.0212,0.662,189027,0.824,0.000149,8,0.343,-8.016,0.102,150.011,4,0.563,french
Serge Gainsbourg,Ballade de Melody Nelson,0.685,0.379,120573,0.215,0.504,6,0.111,-18.665,0.0377,178.041,3,0.629,french
Henri Salvador,Jardin d'hiver,0.597,0.656,169667,0.145,0.0199,11,0.362,-17.387,0.0711,119.419,4,0.543,french
Édith Piaf,Comme moi,0.888,0.36,178107,0.378,0,6,0.296,-7.057,0.039,101.449,1,0.229,french
Patrick Bruel,Place des grands hommes,0.345,0.643,268747,0.765,1.54e-06,9,0.126,-7.385,0.0317,130.582,4,0.593,french
Colonel Reyel,Toutes les nuits,0.0682,0.69,204566,0.831,0,10,0.158,-5.566,0.03,94.999,4,0.782,french
Charles Trenet,Menilmontant,0.97,0.519,198667,0.174,0.01,5,0.206,-14.598,0.0686,83.332,4,0.661,french
Cœur De Pirate,Pour un infidèle,0.00624,0.685,146800,0.572,3.23e-06,7,0.229,-4.52,0.0611,134.998,4,0.719,french
Georges Moustaki,Le métèque,0.59,0.555,150427,0.275,1.83e-05,9,0.217,-13.49,0.0394,97.521,4,0.543,french
Carla Bruni,Raphael,0.578,0.739,143973,0.422,0.000178,7,0.077,-11.511,0.0907,122.81,4,0.599,french
Édith Piaf,Padam Padam,0.781,0.385,197627,0.283,0,5,0.0726,-8.013,0.0546,179.531,3,0.547,french
Il Etait Une Fois,J'ai encore rêvé d'elle,0.504,0.45,224373,0.251,0.000684,1,0.107,-13.873,0.0282,94.569,4,0.191,french
Georges Brassens,Il n'y a pas d'amour heureux,0.873,0.527,146107,0.238,3.49e-06,6,0.27,-10.508,0.0555,94.635,4,0.429,french
Alain Bashung,Osez Joséphine,0.0534,0.72,177480,0.722,0.141,2,0.459,-9.785,0.0487,117.666,4,0.742,french
Vanessa Paradis,Be My Baby,0.447,0.731,221640,0.683,4.67e-06,0,0.117,-8.045,0.0294,129.062,4,0.964,french
Led Zeppelin,Black Dog,0.274,0.432,294000,0.848,0.0344,4,0.233,-8.095,0.0878,81.201,4,0.724,hard-rock
Europe,Carrie - Single Version,0.0717,0.44,269587,0.524,0,7,0.339,-6.533,0.0277,136.309,4,0.144,hard-rock
Rush,Tom Sawyer,0.00257,0.433,274640,0.792,0.0136,9,0.0746,-10.685,0.0438,174.958,4,0.623,hard-rock
Deep Purple,Smoke On The Water,0.27,0.682,231307,0.45,0.213,0,0.183,-15.978,0.0321,114.123,4,0.831,hard-rock
Aerosmith,Dream On,0.298,0.412,265093,0.528,5.03e-05,1,0.332,-6.613,0.0259,79.962,4,0.183,hard-rock
Bon Jovi,You Give Love A Bad Name,0.0353,0.533,223147,0.963,1.33e-06,0,0.368,-2.528,0.0562,122.812,4,0.778,hard-rock
Sabaton,To Hell and Back,0.00318,0.536,206547,0.849,0.00197,0,0.104,-4.702,0.0616,127.002,4,0.297,hard-rock
Van Halen,Jump,0.0745,0.547,239560,0.822,0.00943,0,0.0645,-7.201,0.0292,130.138,4,0.797,hard-rock
Twisted Sister,We're Not Gonna Take It,0.0127,0.502,219667,0.924,0,4,0.162,-6.299,0.0503,149.186,4,0.924,hard-rock
Cream,White Room,0.212,0.549,298373,0.605,0.00759,0,0.0541,-12.69,0.0291,109.863,4,0.461,hard-rock
Iron Maiden,The Trooper,0.0175,0.285,250947,0.866,0.0575,4,0.541,-6.762,0.0674,162.307,4,0.642,hard-rock
ZZ Top,La Grange,0.0128,0.469,234107,0.532,0.125,9,0.118,-15.666,0.0609,160.914,4,0.524,hard-rock
Slash,World On Fire,4.42e-05,0.44,271027,0.977,0,1,0.374,-3.056,0.0831,174.025,4,0.543,hard-rock
Ozzy Osbourne,Crazy Train,0.0187,0.465,289467,0.903,0.00114,9,0.348,-4.628,0.0587,137.272,4,0.601,hard-rock
Queen,Somebody To Love - Remastered 2011,0.172,0.492,296493,0.676,0,8,0.239,-6.861,0.0516,110.232,3,0.395,hard-rock
Dio,Rainbow in the Dark,0.000692,0.512,256933,0.947,0.114,9,0.0283,-5.659,0.0401,117.461,4,0.603,hard-rock
Velvet Revolver,Slither,0.000266,0.478,248307,0.974,0.0984,7,0.0738,-3.866,0.102,141.077,4,0.25,hard-rock
Black Sabbath,Iron Man,0.506,0.669,40133,0.295,0.902,5,0.225,-15.359,0.0996,91.33,4,0.759,hard-rock
Journey,Don't Stop Believin',0.127,0.5,250987,0.748,0,4,0.447,-9.072,0.0363,118.852,4,0.53,hard-rock
Blue Öyster Cult,(Don't Fear)The Reaper,0.00461,0.325,307800,0.887,5.59e-05,9,0.296,-10.817,0.062,141.333,4,0.418,hard-rock
Amaranthe,The Nexus,0.00012,0.506,197185,0.961,0,6,0.083,-5.054,0.135,105.007,4,0.582,hard-rock
Dio,Holy Diver,0.0642,0.476,353787,0.901,0.158,8,0.0557,-6.751,0.0975,91.955,4,0.112,hard-rock
Guns N' Roses,Welcome To The Jungle,0.0301,0.456,271867,0.978,0.499,10,0.313,-4.869,0.112,123.411,4,0.342,hard-rock
Whitesnake,Is This Love,0.00347,0.489,279200,0.801,2.74e-06,0,0.216,-6.455,0.0283,90.247,4,0.581,hard-rock
Metallica,Enter Sandman,0.00206,0.579,331573,0.824,0.00903,6,0.059,-8.71,0.03,123.331,4,0.64,hard-rock
Bon Jovi,Livin' On A Prayer,0.0665,0.52,250627,0.887,0.000179,0,0.186,-3.296,0.0349,122.528,4,0.792,hard-rock
Kansas,Dust in the Wind,0.212,0.498,205600,0.251,1.59e-05,9,0.107,-13.734,0.0299,93.546,4,0.416,hard-rock
Judas Priest,Painkiller,0.000195,0.435,365827,0.987,0.0847,1,0.268,-4.667,0.16,103.16,4,0.0993,hard-rock
Foreigner,Waiting For A Girl Like You,0.144,0.326,287867,0.443,1.07e-06,10,0.0826,-10.508,0.0362,201.78,4,0.538,hard-rock
Within Temptation,Paradise (What About Us?) [Feat. Tarja],0.000583,0.461,319688,0.928,0.0012,4,0.615,-3.542,0.0697,135.03,4,0.436,hard-rock
The Darkness,I Believe In A Thing Called Love,0.048,0.448,216800,0.878,1.33e-05,4,0.175,-2.953,0.0844,128.152,4,0.608,hard-rock
Led Zeppelin,Rock And Roll,0.000564,0.327,219800,0.895,0.0159,9,0.104,-7.428,0.0367,169.39,4,0.889,hard-rock
In This Moment,Whore,0.0254,0.604,245533,0.883,0,11,0.0813,-3.821,0.047,90.001,4,0.558,hard-rock
Golden Earring,Radar Love,0.0964,0.509,384080,0.695,0.0139,1,0.101,-9.583,0.0385,101.489,4,0.267,hard-rock
Journey,Faithfully,0.0979,0.202,267080,0.644,0,11,0.109,-5.212,0.0324,85.04,5,0.267,hard-rock
Kansas,Carry on Wayward Son,0.00283,0.453,322093,0.788,0.000119,7,0.441,-5.712,0.0326,126.737,4,0.793,hard-rock
Scorpions,Still Loving You,0.24,0.278,385560,0.536,0.0127,8,0.163,-7.261,0.0324,105.067,4,0.111,hard-rock
Queen,Don't Stop Me Now,0.0653,0.56,209560,0.746,0.000394,5,0.51,-9.957,0.172,156.435,4,0.626,hard-rock
Guns N' Roses,November Rain,0.0259,0.329,536960,0.679,0.315,11,0.123,-8.219,0.0314,80.029,4,0.259,hard-rock
Motörhead,Ace of Spades,0.00248,0.321,166707,0.99,0.00631,6,0.0924,-4.461,0.204,140.574,4,0.195,hard-rock
Robert Plant,Rainbow,0.415,0.432,256360,0.523,0.35,9,0.281,-8.937,0.0284,147.972,4,0.299,hard-rock
Amaranthe,Drop Dead Cynical,4.61e-05,0.289,197853,0.909,0.000254,7,0.0936,-3.95,0.0979,140.068,4,0.485,hard-rock
Europe,The Final Countdown,0.0628,0.536,310333,0.844,0.00084,6,0.0608,-6.918,0.058,117.652,4,0.187,hard-rock
Lynyrd Skynyrd,Simple Man,0.00296,0.433,356960,0.756,0.00166,6,0.268,-8.763,0.0443,120.574,4,0.43,hard-rock
Metallica,Nothing Else Matters,0.0505,0.558,388733,0.364,5.02e-06,4,0.0753,-11.258,0.0265,142.171,3,0.165,hard-rock
AC/DC JAM,You shook me all night long,0.132,0.228,229347,0.792,0,5,0.375,-8.0,0.0556,131.829,4,0.527,hard-rock
Danzig,Mother,0.01,0.364,204867,0.755,0.000366,11,0.0856,-9.308,0.0689,148.83,4,0.45,hard-rock
Iron Maiden,Fear of the Dark,0.000674,0.301,436960,0.813,0.000631,2,0.197,-8.786,0.0568,109.25,4,0.234,hard-rock
Nightwish,Nemo,0.0002,0.497,276120,0.737,7.55e-05,3,0.0744,-6.291,0.0353,125.045,4,0.351,hard-rock
Billy Idol,Rebel Yell,0.00159,0.526,286773,0.823,0.000872,9,0.28,-6.744,0.056,166.375,4,0.496,hard-rock
Deep Purple,Highway Star,0.0283,0.298,368507,0.895,0.00574,9,0.305,-7.647,0.0547,173.737,4,0.552,hard-rock
Twisted Sister,I Wanna Rock,0.00512,0.504,179760,0.911,0.0123,2,0.355,-2.97,0.0738,106.244,4,0.66,hard-rock
ZZ Top,Gimme All Your Lovin',0.00322,0.63,241080,0.788,0.0237,5,0.0883,-6.7,0.0298,120.059,4,0.646,hard-rock
Scorpions,Rock You Like A Hurricane,0.0157,0.486,252173,0.706,0.000504,0,0.319,-10.398,0.0513,125.579,4,0.807,hard-rock
Led Zeppelin,Immigrant Song,0.00031,0.574,145067,0.926,0.478,11,0.386,-10.79,0.0562,113.097,4,0.627,hard-rock
Metallica,Master Of Puppets,0.000608,0.538,516293,0.872,0.573,4,0.0946,-7.658,0.0361,105.102,4,0.588,hard-rock
The Runaways,Cherry Bomb,0.0635,0.492,138707,0.835,2.09e-05,11,0.135,-8.072,0.0769,136.814,4,0.495,hard-rock
Aerosmith,I Don't Want to Miss a Thing,0.165,0.383,298760,0.662,0,2,0.248,-5.162,0.0333,121.154,4,0.14,hard-rock
Judas Priest,You've Got Another Thing Comin',0.00491,0.512,309847,0.814,4.23e-06,11,0.0919,-7.12,0.047,138.226,4,0.549,hard-rock
Iron Maiden,Run to the Hills,0.00837,0.225,233947,0.951,0.000225,0,0.219,-4.654,0.0924,173.241,4,0.484,hard-rock
Mötley Crüe,Kickstart My Heart,0.00111,0.474,284027,0.977,0.00298,7,0.201,-3.839,0.176,89.494,4,0.245,hard-rock
Andrew W.K.,Party Hard,3.3e-05,0.46,184907,0.992,9.21e-06,4,0.184,-3.43,0.043,162.251,4,0.772,hard-rock
Def Leppard,Pour Some Sugar On Me (2012),0.00985,0.497,261532,0.849,0,9,0.106,-5.352,0.0612,169.937,4,0.72,hard-rock
KISS,I Was Made For Lovin' You,0.0227,0.698,270267,0.898,0.000124,4,0.0752,-4.268,0.078,128.954,4,0.9,hard-rock
Warrant,Cherry Pie (Re-Recorded / Remastered),0.0171,0.509,185813,0.916,0,1,0.096,-5.407,0.0537,87.977,4,0.583,hard-rock
Bon Jovi,It's My Life,0.0302,0.541,224600,0.936,3.03e-06,0,0.363,-3.038,0.0525,120.06,4,0.456,hard-rock
Heart,Alone,0.609,0.411,218733,0.685,0.0001,1,0.108,-5.755,0.0377,175.186,4,0.159,hard-rock
Black Sabbath,Paranoid,9.44e-05,0.239,267507,0.961,0.0619,8,0.964,-6.695,0.128,176.343,4,0.176,hard-rock
Rainbow,Man On The Silver Mountain,0.308,0.589,276387,0.782,0.0274,7,0.061,-8.151,0.0308,107.526,4,0.836,hard-rock
Jethro Tull,Locomotive Breath,0.112,0.713,263960,0.569,0.00643,11,0.144,-10.908,0.07,124.629,4,0.307,hard-rock
Foreigner,I Want to Know What Love Is,0.291,0.469,299693,0.376,5.16e-06,6,0.0847,-12.969,0.0271,81.042,4,0.511,hard-rock
Nightwish,Amaranth,0.00388,0.553,231413,0.874,0.00184,2,0.104,-3.685,0.0401,127.961,4,0.326,hard-rock
Living Colour,Cult of Personality,0.00164,0.504,294827,0.918,2.12e-05,0,0.78,-3.463,0.0517,92.031,4,0.541,hard-rock
AC/DC JAM,Highway To Hell,0.494,0.186,222816,0.987,0.506,0,0.691,-2.713,0.0934,121.194,4,0.117,hard-rock
Ted Nugent,Stranglehold,0.0183,0.484,503067,0.711,0.173,2,0.0941,-7.784,0.0331,148.189,4,0.492,hard-rock
Tenacious D,Tribute,0.181,0.365,248053,0.767,0.000856,9,0.0942,-6.185,0.0681,94.174,4,0.373,hard-rock
Steppenwolf,Magic Carpet Ride,0.157,0.619,260707,0.802,0.0373,4,0.108,-9.737,0.0588,110.277,4,0.79,hard-rock
Alice Cooper,Poison,0.0468,0.313,269773,0.893,0.000158,2,0.136,-7.6,0.115,118.763,4,0.272,hard-rock
AC/DC JAM,Back in black,0.149,0.105,227387,0.88,0,5,0.643,-8.007,0.0628,91.086,4,0.19,hard-rock
Cream,Sunshine Of Your Love,0.389,0.691,250400,0.592,3.29e-05,2,0.124,-8.089,0.0366,115.152,4,0.732,hard-rock
Lynyrd Skynyrd,Sweet Home Alabama,0.247,0.612,283733,0.628,0.000194,7,0.0907,-10.385,0.0257,97.903,4,0.927,hard-rock
Heart,Barracuda,0.00368,0.51,262853,0.926,0.0365,4,0.137,-4.073,0.0613,137.374,4,0.593,hard-rock
Ratt,Round and Round,0.0135,0.616,266627,0.965,0.000174,11,0.119,-4.464,0.0613,126.535,4,0.405,hard-rock
Mountain,Mississippi Queen,0.0975,0.58,151293,0.624,0,9,0.0411,-8.346,0.0784,139.72,4,0.662,hard-rock
Scorpions,Wind Of Change,0.371,0.48,313227,0.535,0,0,0.0929,-10.232,0.0324,75.766,4,0.297,hard-rock
In This Moment,Adrenalize,0.00023,0.465,255773,0.96,0,6,0.129,-3.888,0.0792,132.014,4,0.419,hard-rock
Nightwish,Bye Bye Beautiful,0.000121,0.488,254573,0.88,0.000783,9,0.103,-5.158,0.045,148.051,4,0.382,hard-rock
Steppenwolf,Born To Be Wild,0.108,0.498,209200,0.798,0.000702,9,0.31,-8.867,0.0708,146.194,4,0.618,hard-rock
Guns N' Roses,Sweet Child O' Mine,0.138,0.45,355267,0.941,0.123,6,0.108,-4.725,0.0489,125.138,4,0.651,hard-rock
ZZ Top,Sharp Dressed Man,0.000998,0.592,255640,0.888,0.0006,5,0.0751,-4.133,0.0289,124.947,4,0.397,hard-rock
Whitesnake,Here I Go Again,0.156,0.396,275733,0.666,3.06e-05,7,0.151,-11.892,0.0352,90.173,4,0.266,hard-rock
Aerosmith,Crazy,0.0276,0.411,316667,0.813,2.16e-06,6,0.214,-4.152,0.0325,161.982,3,0.444,hard-rock
Cinderella,Don't Know What You Got (Till It's Gone),0.229,0.36,354640,0.527,0.000792,9,0.0536,-9.883,0.0289,132.639,4,0.247,hard-rock
Mr. Big,To Be With You,0.49,0.337,275707,0.701,0,8,0.676,-7.004,0.227,84.661,4,0.535,hard-rock
Survivor,Eye of the Tiger,0.195,0.806,244080,0.599,0.000455,0,0.0837,-9.379,0.0323,109.016,4,0.584,hard-rock
Journey,Separate Ways (Worlds Apart),0.0188,0.451,323707,0.962,3.17e-06,0,0.277,-3.947,0.0734,131.435,4,0.367,hard-rock
Van Halen,Runnin' With The Devil,0.0206,0.432,216733,0.88,0.000191,1,0.185,-5.769,0.0656,95.59,4,0.527,hard-rock
Judas Priest,Breaking the Law,0.024,0.362,153840,0.961,9.35e-06,2,0.159,-5.664,0.0857,164.019,4,0.474,hard-rock
Queen,Bohemian Rhapsody,0.273,0.395,354320,0.407,0,0,0.212,-9.91,0.0545,143.456,4,0.249,hard-rock
Boston,More Than a Feeling,0.000894,0.377,285133,0.682,0.00217,7,0.0504,-8.039,0.0299,108.736,4,0.277,hard-rock
Megadeth,A Tout Le Monde - 2004 Digital Remaster,0.000393,0.272,262133,0.747,4.03e-05,5,0.16,-4.86,0.0401,202.777,4,0.251,heavy-metal
Cradle Of Filth,Nymphetamine Fix,0.00066,0.462,302360,0.905,0.0402,0,0.0839,-3.825,0.0438,122.925,3,0.267,heavy-metal
Mastodon,The Motherload,7.1e-06,0.363,299787,0.971,0.00358,5,0.0797,-2.974,0.0776,146.018,4,0.361,heavy-metal
Job For A Cowboy,Sun of Nihility,0.000114,0.299,333693,0.964,0.34,2,0.122,-4.281,0.108,160.317,4,0.145,heavy-metal
