artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
Claude François,Comme d'habitude,0.108,0.318,252160,0.396,0,5,0.359,-12.478,1,0.033,85.299,4,0.489,french
Calogero,En apesanteur - Single Version,0.0444,0.5,203600,0.764,0,1,0.176,-6.834,0,0.0399,139.659,4,0.423,french
Brigitte Bardot,Moi je joue,0.41,0.652,102667,0.742,0.052,9,0.323,-9.687,0,0.0501,106.096,4,0.762,french
Pascal Obispo,Lucie - Radio Edit,0.931,0.508,253333,0.209,1.34e-05,7,0.139,-13.298,0,0.0356,133.168,4,0.239,french
Serge Gainsbourg,Aux armes et caetera,0.0183,0.912,185907,0.307,0.0223,0,0.0807,-14.405,1,0.0587,136.565,4,0.722,french
Édith Piaf,L'homme à la moto,0.714,0.568,124547,0.787,0,1,0.0283,-6.759,0,0.281,75.254,3,0.927,french
Indila,Dernière danse,0.183,0.658,212917,0.457,0,0,0.0895,-7.627,0,0.0592,114.914,4,0.262,french
Julien Clerc,Ce n'est rien,0.149,0.382,214173,0.611,0,4,0.0726,-5.947,0,0.032,183.124,4,0.783,french
Daniel Balavoine,Mon fils ma bataille,0.435,0.688,249133,0.767,1.06e-05,3,0.0958,-4.115,1,0.027,115.044,4,0.76,french
Renaud,Mistral gagnant,0.861,0.363,165933,0.368,4.99e-06,11,0.0937,-12.878,0,0.0418,82.717,4,0.383,french
Carla Bruni,Ta tienne,0.311,0.691,163040,0.638,0.00558,10,0.21,-8.298,1,0.0797,104.901,3,0.79,french
Arnaud Fleurent-Didier,Je vais au cinéma,0.611,0.654,221200,0.666,0.000418,9,0.369,-7.106,0,0.0382,75.002,4,0.603,french
Serge Gainsbourg,La nuit d'octobre,0.445,0.703,185533,0.57,0,10,0.0491,-7.858,0,0.0558,130.21,4,0.776,french
Cœur De Pirate,Printemps,0.781,0.706,124707,0.507,0.00489,2,0.095,-9.525,1,0.0371,109.943,4,0.505,french
Édith Piaf,Milord,0.844,0.509,270440,0.387,0,7,0.153,-6.581,1,0.056,106.497,3,0.556,french
Jacques Brel,Vesoul,0.601,0.538,186533,0.829,4.48e-05,1,0.0963,-3.536,0,0.0567,110.881,3,0.884,french
Patrick Bruel,J'te mentirais,0.943,0.468,243093,0.224,0,6,0.111,-11.49,1,0.0357,98.884,4,0.157,french
Cœur De Pirate,Adieu,0.491,0.397,147240,0.78,0,2,0.0999,-5.02,0,0.186,142.308,5,0.688,french
Serge Gainsbourg,Je suis venu te dire que je m'en vais,0.0694,0.562,199800,0.555,0.581,9,0.248,-12.975,1,0.0329,154.692,4,0.914,french
Carla Bruni,La Noyee,0.765,0.32,238480,0.279,0.0436,10,0.0779,-12.262,1,0.037,66.698,4,0.205,french
Jenifer,Donne-Moi Le Temps,0.605,0.522,253533,0.446,0,4,0.0555,-7.715,0,0.0281,131.975,4,0.19,french
Louise Attaque,J't'emmène au vent,0.252,0.567,184134,0.771,0,6,0.101,-5.577,1,0.0365,137.014,4,0.588,french
Nino Ferrer,Le Sud,0.389,0.534,274960,0.369,1.51e-05,4,0.101,-14.806,1,0.0241,90.198,4,0.613,french
Vanessa Paradis,Divine Idylle,0.127,0.649,159187,0.681,0.00288,0,0.104,-4.835,1,0.0313,134.779,4,0.704,french
Renaud,Hexagone,0.479,0.567,333227,0.722,0,2,0.142,-7.857,1,0.0654,125.144,4,0.581,french
Black M,Sur ma route,0.053,0.747,252573,0.785,0,7,0.08,-6.735,0,0.0413,125.025,4,0.395,french
M83,Midnight City,0.0182,0.507,243960,0.729,1.4e-06,11,0.0658,-5.399,0,0.0393,105.013,4,0.275,french
Jacques Brel,Les flamandes,0.677,0.683,156800,0.778,0,0,0.0893,-6.032,1,0.0811,99.789,4,0.888,french
Véronique Sanson,Besoin de personne,0.651,0.534,167360,0.81,0,2,0.108,-4.76,0,0.0371,141.485,4,0.649,french
Yann Tiersen,Soir de fête,0.475,0.546,175840,0.314,0.0325,4,0.22,-12.295,0,0.0253,102.985,4,0.649,french
Claude François,Le lundi au soleil,0.645,0.554,175840,0.75,0,5,0.254,-9.994,1,0.036,150.155,4,0.937,french
Alain Bashung,La nuit je mens,0.0287,0.495,264787,0.635,2.89e-05,11,0.398,-9.234,0,0.0281,146.88,4,0.565,french
Jacques Brel,Quand On A Que L'amour,0.882,0.579,147507,0.264,5.68e-06,11,0.124,-13.266,1,0.0439,90.55,4,0.52,french
Zaz,On ira,0.37,0.586,178507,0.887,0,6,0.149,-3.657,1,0.22,78.519,4,0.621,french
Gillian Hills,Zou Bisou Bisou,0.902,0.765,135653,0.478,0.00548,8,0.0632,-9.214,1,0.0395,131.061,4,0.847,french
Serge Gainsbourg,Ballade de Melody Nelson,0.685,0.379,120573,0.215,0.504,6,0.111,-18.665,0,0.0377,178.041,3,0.629,french
Maître Gims,J'me tire,0.00892,0.752,249867,0.676,1.94e-06,1,0.186,-5.233,0,0.0418,95.017,4,0.414,french
Tété,A la faveur de l'automne,0.519,0.592,223707,0.434,0,7,0.122,-7.194,1,0.0272,142.043,4,0.395,french
Charles Aznavour,La bohème,0.862,0.258,245533,0.269,0,0,0.247,-11.277,0,0.0391,72.682,4,0.538,french
Michel Sardou,Les lacs du Connemara,0.57,0.303,363346,0.59,0,3,0.677,-10.372,1,0.0483,112.391,4,0.394,french
Édith Piaf,La foule,0.836,0.45,177107,0.418,1.05e-05,4,0.292,-6.942,0,0.076,181.998,3,0.627,french
Pharrell Williams,Happy,0.286,0.652,233305,0.757,0,1,0.0886,-6.819,1,0.153,159.911,4,0.962,french
Yves Montand,A bicyclette,0.901,0.48,163040,0.294,2.36e-05,5,0.116,-14.808,0,0.0598,74.46,4,0.466,french
Jacques Brel,Quand on n'a que l'amour,0.583,0.553,149600,0.419,1.66e-05,1,0.0888,-4.79,0,0.0327,90.506,4,0.55,french
Cœur De Pirate,Pour un infidèle,0.00624,0.685,146800,0.572,3.23e-06,7,0.229,-4.52,1,0.0611,134.998,4,0.719,french
Serge Gainsbourg,La chanson de Prévert,0.877,0.432,180326,0.269,0.000238,10,0.148,-13.898,1,0.0347,145.021,4,0.524,french
Serge Lama,Je suis malade,0.648,0.372,249013,0.36,4.64e-05,0,0.207,-10.261,0,0.0343,87.202,3,0.132,french
Zaz,Les passants,0.598,0.758,212733,0.641,0,0,0.0916,-7.035,0,0.12,76.96,4,0.684,french
Alain Souchon,La ballade de Jim,0.269,0.707,265333,0.689,0.000543,3,0.105,-12.225,1,0.0295,130.674,4,0.91,french
Yann Tiersen,La redécouverte,0.401,0.475,73160,0.375,0.371,9,0.0427,-14.557,0,0.0277,99.772,3,0.828,french
Zazie,Je suis un homme,0.313,0.541,247240,0.672,0.00711,10,0.113,-6.935,0,0.0257,85.127,4,0.504,french
Édith Piaf,Johnny tu n'es pas un ange,0.738,0.648,131307,0.337,0,10,0.201,-8.891,0,0.0389,127.388,4,0.439,french
Téléphone,Ca c'est vraiment toi - Remasterisé En 2006,0.0402,0.594,268841,0.931,6.99e-06,9,0.178,-2.852,1,0.0636,139.429,4,0.843,french
Cœur De Pirate,Place de la République,0.83,0.575,251227,0.359,1.96e-06,7,0.118,-8.224,1,0.0283,113.084,4,0.175,french
Françoise Hardy,Il n'y a pas d'amour heureux,0.955,0.377,140667,0.203,0.0132,7,0.126,-12.491,0,0.0439,138.088,3,0.506,french
Yves Montand,C’est si bon,0.867,0.535,211853,0.32,0,8,0.146,-9.594,1,0.0371,109.74,4,0.371,french
Joyce Jonathan,Ça ira,0.636,0.685,225157,0.644,4.19e-06,2,0.0828,-3.905,1,0.0289,137.943,4,0.84,french
Guns N' Roses,November Rain,0.0259,0.329,536960,0.679,0.315,11,0.123,-8.219,1,0.0314,80.029,4,0.259,hard-rock
KISS,I Was Made For Lovin' You,0.0227,0.698,270267,0.898,0.000124,4,0.0752,-4.268,1,0.078,128.954,4,0.9,hard-rock
Scorpions,Wind Of Change,0.371,0.48,313227,0.535,0,0,0.0929,-10.232,1,0.0324,75.766,4,0.297,hard-rock
Nightwish,Bye Bye Beautiful,0.000121,0.488,254573,0.88,0.000783,9,0.103,-5.158,1,0.045,148.051,4,0.382,hard-rock
Deep Purple,Smoke On The Water,0.27,0.682,231307,0.45,0.213,0,0.183,-15.978,1,0.0321,114.123,4,0.831,hard-rock
Boston,More Than a Feeling,0.000894,0.377,285133,0.682,0.00217,7,0.0504,-8.039,1,0.0299,108.736,4,0.277,hard-rock
Amaranthe,The Nexus,0.00012,0.506,197185,0.961,0,6,0.083,-5.054,1,0.135,105.007,4,0.582,hard-rock
Steppenwolf,Born To Be Wild,0.108,0.498,209200,0.798,0.000702,9,0.31,-8.867,1,0.0708,146.194,4,0.618,hard-rock
Iron Maiden,The Trooper,0.0175,0.285,250947,0.866,0.0575,4,0.541,-6.762,0,0.0674,162.307,4,0.642,hard-rock
Twisted Sister,We're Not Gonna Take It,0.0127,0.502,219667,0.924,0,4,0.162,-6.299,1,0.0503,149.186,4,0.924,hard-rock
Deep Purple,Highway Star,0.0283,0.298,368507,0.895,0.00574,9,0.305,-7.647,0,0.0547,173.737,4,0.552,hard-rock
Queen,Bohemian Rhapsody,0.273,0.395,354320,0.407,0,0,0.212,-9.91,0,0.0545,143.456,4,0.249,hard-rock
Nightwish,Amaranth,0.00388,0.553,231413,0.874,0.00184,2,0.104,-3.685,0,0.0401,127.961,4,0.326,hard-rock
ZZ Top,Sharp Dressed Man,0.000998,0.592,255640,0.888,0.0006,5,0.0751,-4.133,1,0.0289,124.947,4,0.397,hard-rock
Ozzy Osbourne,Crazy Train,0.0187,0.465,289467,0.903,0.00114,9,0.348,-4.628,1,0.0587,137.272,4,0.601,hard-rock
Led Zeppelin,Black Dog,0.274,0.432,294000,0.848,0.0344,4,0.233,-8.095,0,0.0878,81.201,4,0.724,hard-rock
Journey,Faithfully,0.0979,0.202,267080,0.644,0,11,0.109,-5.212,1,0.0324,85.04,5,0.267,hard-rock
Kansas,Carry on Wayward Son,0.00283,0.453,322093,0.788,0.000119,7,0.441,-5.712,1,0.0326,126.737,4,0.793,hard-rock
Aerosmith,Dream On,0.298,0.412,265093,0.528,5.03e-05,1,0.332,-6.613,1,0.0259,79.962,4,0.183,hard-rock
Metallica,Nothing Else Matters,0.0505,0.558,388733,0.364,5.02e-06,4,0.0753,-11.258,0,0.0265,142.171,3,0.165,hard-rock
Cream,White Room,0.212,0.549,298373,0.605,0.00759,0,0.0541,-12.69,1,0.0291,109.863,4,0.461,hard-rock
Guns N' Roses,Welcome To The Jungle,0.0301,0.456,271867,0.978,0.499,10,0.313,-4.869,0,0.112,123.411,4,0.342,hard-rock
ZZ Top,La Grange,0.0128,0.469,234107,0.532,0.125,9,0.118,-15.666,0,0.0609,160.914,4,0.524,hard-rock
In This Moment,Whore,0.0254,0.604,245533,0.883,0,11,0.0813,-3.821,0,0.047,90.001,4,0.558,hard-rock
Robert Plant,Rainbow,0.415,0.432,256360,0.523,0.35,9,0.281,-8.937,1,0.0284,147.972,4,0.299,hard-rock
Bon Jovi,Livin' On A Prayer,0.0665,0.52,250627,0.887,0.000179,0,0.186,-3.296,1,0.0349,122.528,4,0.792,hard-rock
Scorpions,Rock You Like A Hurricane,0.0157,0.486,252173,0.706,0.000504,0,0.319,-10.398,1,0.0513,125.579,4,0.807,hard-rock
Nightwish,Nemo,0.0002,0.497,276120,0.737,7.55e-05,3,0.0744,-6.291,1,0.0353,125.045,4,0.351,hard-rock
Rush,Tom Sawyer,0.00257,0.433,274640,0.792,0.0136,9,0.0746,-10.685,1,0.0438,174.958,4,0.623,hard-rock
Metallica,Enter Sandman,0.00206,0.579,331573,0.824,0.00903,6,0.059,-8.71,0,0.03,123.331,4,0.64,hard-rock
AC/DC JAM,Highway To Hell,0.494,0.186,222816,0.987,0.506,0,0.691,-2.713,1,0.0934,121.194,4,0.117,hard-rock
Amaranthe,Drop Dead Cynical,4.61e-05,0.289,197853,0.909,0.000254,7,0.0936,-3.95,1,0.0979,140.068,4,0.485,hard-rock
Van Halen,Jump,0.0745,0.547,239560,0.822,0.00943,0,0.0645,-7.201,1,0.0292,130.138,4,0.797,hard-rock
Led Zeppelin,Immigrant Song,0.00031,0.574,145067,0.926,0.478,11,0.386,-10.79,1,0.0562,113.097,4,0.627,hard-rock
Dio,Holy Diver,0.0642,0.476,353787,0.901,0.158,8,0.0557,-6.751,1,0.0975,91.955,4,0.112,hard-rock
Mr. Big,To Be With You,0.49,0.337,275707,0.701,0,8,0.676,-7.004,1,0.227,84.661,4,0.535,hard-rock
AC/DC JAM,Back in black,0.149,0.105,227387,0.88,0,5,0.643,-8.007,1,0.0628,91.086,4,0.19,hard-rock
Judas Priest,Painkiller,0.000195,0.435,365827,0.987,0.0847,1,0.268,-4.667,0,0.16,103.16,4,0.0993,hard-rock
Bon Jovi,It's My Life,0.0302,0.541,224600,0.936,3.03e-06,0,0.363,-3.038,0,0.0525,120.06,4,0.456,hard-rock
Twisted Sister,I Wanna Rock,0.00512,0.504,179760,0.911,0.0123,2,0.355,-2.97,1,0.0738,106.244,4,0.66,hard-rock
Ratt,Round and Round,0.0135,0.616,266627,0.965,0.000174,11,0.119,-4.464,1,0.0613,126.535,4,0.405,hard-rock
Journey,Separate Ways (Worlds Apart),0.0188,0.451,323707,0.962,3.17e-06,0,0.277,-3.947,1,0.0734,131.435,4,0.367,hard-rock
Aerosmith,I Don't Want to Miss a Thing,0.165,0.383,298760,0.662,0,2,0.248,-5.162,1,0.0333,121.154,4,0.14,hard-rock
Iron Maiden,Run to the Hills,0.00837,0.225,233947,0.951,0.000225,0,0.219,-4.654,1,0.0924,173.241,4,0.484,hard-rock
Rainbow,Man On The Silver Mountain,0.308,0.589,276387,0.782,0.0274,7,0.061,-8.151,0,0.0308,107.526,4,0.836,hard-rock
The Runaways,Cherry Bomb,0.0635,0.492,138707,0.835,2.09e-05,11,0.135,-8.072,1,0.0769,136.814,4,0.495,hard-rock
Survivor,Eye of the Tiger,0.195,0.806,244080,0.599,0.000455,0,0.0837,-9.379,0,0.0323,109.016,4,0.584,hard-rock
Bon Jovi,You Give Love A Bad Name,0.0353,0.533,223147,0.963,1.33e-06,0,0.368,-2.528,0,0.0562,122.812,4,0.778,hard-rock
Queen,Somebody To Love - Remastered 2011,0.172,0.492,296493,0.676,0,8,0.239,-6.861,1,0.0516,110.232,3,0.395,hard-rock
Blue Öyster Cult,(Don't Fear)The Reaper,0.00461,0.325,307800,0.887,5.59e-05,9,0.296,-10.817,0,0.062,141.333,4,0.418,hard-rock
Billy Idol,Rebel Yell,0.00159,0.526,286773,0.823,0.000872,9,0.28,-6.744,0,0.056,166.375,4,0.496,hard-rock
Aerosmith,Crazy,0.0276,0.411,316667,0.813,2.16e-06,6,0.214,-4.152,0,0.0325,161.982,3,0.444,hard-rock
Lynyrd Skynyrd,Sweet Home Alabama,0.247,0.612,283733,0.628,0.000194,7,0.0907,-10.385,1,0.0257,97.903,4,0.927,hard-rock
Scorpions,Still Loving You,0.24,0.278,385560,0.536,0.0127,8,0.163,-7.261,0,0.0324,105.067,4,0.111,hard-rock
Warrant,Cherry Pie (Re-Recorded / Remastered),0.0171,0.509,185813,0.916,0,1,0.096,-5.407,1,0.0537,87.977,4,0.583,hard-rock
Within Temptation,Paradise (What About Us?) [Feat. Tarja],0.000583,0.461,319688,0.928,0.0012,4,0.615,-3.542,0,0.0697,135.03,4,0.436,hard-rock
Dio,Rainbow in the Dark,0.000692,0.512,256933,0.947,0.114,9,0.0283,-5.659,0,0.0401,117.461,4,0.603,hard-rock
Journey,Don't Stop Believin',0.127,0.5,250987,0.748,0,4,0.447,-9.072,1,0.0363,118.852,4,0.53,hard-rock
Europe,Carrie - Single Version,0.0717,0.44,269587,0.524,0,7,0.339,-6.533,1,0.0277,136.309,4,0.144,hard-rock
Judas Priest,You've Got Another Thing Comin',0.00491,0.512,309847,0.814,4.23e-06,11,0.0919,-7.12,0,0.047,138.226,4,0.549,hard-rock
Foreigner,I Want to Know What Love Is,0.291,0.469,299693,0.376,5.16e-06,6,0.0847,-12.969,1,0.0271,81.042,4,0.511,hard-rock
Whitesnake,Here I Go Again,0.156,0.396,275733,0.666,3.06e-05,7,0.151,-11.892,1,0.0352,90.173,4,0.266,hard-rock
Living Colour,Cult of Personality,0.00164,0.504,294827,0.918,2.12e-05,0,0.78,-3.463,1,0.0517,92.031,4,0.541,hard-rock
Alice Cooper,Poison,0.0468,0.313,269773,0.893,0.000158,2,0.136,-7.6,0,0.115,118.763,4,0.272,hard-rock
Queen,Don't Stop Me Now,0.0653,0.56,209560,0.746,0.000394,5,0.51,-9.957,1,0.172,156.435,4,0.626,hard-rock
Sabaton,To Hell and Back,0.00318,0.536,206547,0.849,0.00197,0,0.104,-4.702,1,0.0616,127.002,4,0.297,hard-rock
Mötley Crüe,Kickstart My Heart,0.00111,0.474,284027,0.977,0.00298,7,0.201,-3.839,0,0.176,89.494,4,0.245,hard-rock
Mountain,Mississippi Queen,0.0975,0.58,151293,0.624,0,9,0.0411,-8.346,1,0.0784,139.72,4,0.662,hard-rock
Kansas,Dust in the Wind,0.212,0.498,205600,0.251,1.59e-05,9,0.107,-13.734,0,0.0299,93.546,4,0.416,hard-rock
Van Halen,Runnin' With The Devil,0.0206,0.432,216733,0.88,0.000191,1,0.185,-5.769,0,0.0656,95.59,4,0.527,hard-rock
Foreigner,Waiting For A Girl Like You,0.144,0.326,287867,0.443,1.07e-06,10,0.0826,-10.508,0,0.0362,201.78,4,0.538,hard-rock
Golden Earring,Radar Love,0.0964,0.509,384080,0.695,0.0139,1,0.101,-9.583,0,0.0385,101.489,4,0.267,hard-rock
Whitesnake,Is This Love,0.00347,0.489,279200,0.801,2.74e-06,0,0.216,-6.455,1,0.0283,90.247,4,0.581,hard-rock
AC/DC JAM,You shook me all night long,0.132,0.228,229347,0.792,0,5,0.375,-8.0,1,0.0556,131.829,4,0.527,hard-rock
Judas Priest,Breaking the Law,0.024,0.362,153840,0.961,9.35e-06,2,0.159,-5.664,1,0.0857,164.019,4,0.474,hard-rock
Jethro Tull,Locomotive Breath,0.112,0.713,263960,0.569,0.00643,11,0.144,-10.908,0,0.07,124.629,4,0.307,hard-rock
Def Leppard,Pour Some Sugar On Me (2012),0.00985,0.497,261532,0.849,0,9,0.106,-5.352,1,0.0612,169.937,4,0.72,hard-rock
ZZ Top,Gimme All Your Lovin',0.00322,0.63,241080,0.788,0.0237,5,0.0883,-6.7,1,0.0298,120.059,4,0.646,hard-rock
Guns N' Roses,Sweet Child O' Mine,0.138,0.45,355267,0.941,0.123,6,0.108,-4.725,1,0.0489,125.138,4,0.651,hard-rock
Motörhead,Ace of Spades,0.00248,0.321,166707,0.99,0.00631,6,0.0924,-4.461,1,0.204,140.574,4,0.195,hard-rock
Iron Maiden,Fear of the Dark,0.000674,0.301,436960,0.813,0.000631,2,0.197,-8.786,0,0.0568,109.25,4,0.234,hard-rock
Cinderella,Don't Know What You Got (Till It's Gone),0.229,0.36,354640,0.527,0.000792,9,0.0536,-9.883,1,0.0289,132.639,4,0.247,hard-rock
Heart,Alone,0.609,0.411,218733,0.685,0.0001,1,0.108,-5.755,1,0.0377,175.186,4,0.159,hard-rock
In This Moment,Adrenalize,0.00023,0.465,255773,0.96,0,6,0.129,-3.888,1,0.0792,132.014,4,0.419,hard-rock
Danzig,Mother,0.01,0.364,204867,0.755,0.000366,11,0.0856,-9.308,0,0.0689,148.83,4,0.45,hard-rock
Tenacious D,Tribute,0.181,0.365,248053,0.767,0.000856,9,0.0942,-6.185,0,0.0681,94.174,4,0.373,hard-rock
Heart,Barracuda,0.00368,0.51,262853,0.926,0.0365,4,0.137,-4.073,0,0.0613,137.374,4,0.593,hard-rock
Black Sabbath,Iron Man,0.506,0.669,40133,0.295,0.902,5,0.225,-15.359,1,0.0996,91.33,4,0.759,hard-rock
Andrew W.K.,Party Hard,3.3e-05,0.46,184907,0.992,9.21e-06,4,0.184,-3.43,1,0.043,162.251,4,0.772,hard-rock
Metallica,Master Of Puppets,0.000608,0.538,516293,0.872,0.573,4,0.0946,-7.658,0,0.0361,105.102,4,0.588,hard-rock
Cream,Sunshine Of Your Love,0.389,0.691,250400,0.592,3.29e-05,2,0.124,-8.089,1,0.0366,115.152,4,0.732,hard-rock
Europe,The Final Countdown,0.0628,0.536,310333,0.844,0.00084,6,0.0608,-6.918,0,0.058,117.652,4,0.187,hard-rock
Led Zeppelin,Rock And Roll,0.000564,0.327,219800,0.895,0.0159,9,0.104,-7.428,1,0.0367,169.39,4,0.889,hard-rock
Steppenwolf,Magic Carpet Ride,0.157,0.619,260707,0.802,0.0373,4,0.108,-9.737,0,0.0588,110.277,4,0.79,hard-rock
Slash,World On Fire,4.42e-05,0.44,271027,0.977,0,1,0.374,-3.056,1,0.0831,174.025,4,0.543,hard-rock
Black Sabbath,Paranoid,9.44e-05,0.239,267507,0.961,0.0619,8,0.964,-6.695,1,0.128,176.343,4,0.176,hard-rock
Velvet Revolver,Slither,0.000266,0.478,248307,0.974,0.0984,7,0.0738,-3.866,1,0.102,141.077,4,0.25,hard-rock
Ted Nugent,Stranglehold,0.0183,0.484,503067,0.711,0.173,2,0.0941,-7.784,1,0.0331,148.189,4,0.492,hard-rock
The Darkness,I Believe In A Thing Called Love,0.048,0.448,216800,0.878,1.33e-05,4,0.175,-2.953,1,0.0844,128.152,4,0.608,hard-rock
Lynyrd Skynyrd,Simple Man,0.00296,0.433,356960,0.756,0.00166,6,0.268,-8.763,1,0.0443,120.574,4,0.43,hard-rock
TesseracT,Of Mind – Nocturne,0.000267,0.573,350307,0.923,0.000259,11,0.051,-5.509,0,0.0634,130.005,3,0.449,heavy-metal
High On Fire,The Black Plot,1.13e-06,0.156,331800,0.983,0.904,10,0.16,-3.925,0,0.105,160.032,4,0.244,heavy-metal
Evergrey,King of Errors,0.000205,0.453,340573,0.947,0.0107,8,0.289,-4.617,1,0.0433,110.007,4,0.291,heavy-metal
Amaranthe,The Nexus,0.000112,0.504,196040,0.963,0,6,0.0906,-4.894,1,0.125,104.99,4,0.582,heavy-metal
Pantera,Walk,0.000155,0.43,315120,0.704,0.00221,1,0.0933,-8.008,0,0.0804,118.242,4,0.684,heavy-metal
Korpiklaani,Vodka,6.17e-05,0.353,179653,0.96,0.000371,7,0.926,-5.588,1,0.227,180.061,4,0.262,heavy-metal
Judas Priest,Electric Eye,0.000716,0.437,222440,0.948,0.000261,4,0.146,-6.041,0,0.0554,96.72,4,0.371,heavy-metal
Dark Tranquillity,Misery's Crown,0.000141,0.468,254107,0.964,0.137,6,0.321,-4.333,1,0.0607,135.065,4,0.577,heavy-metal
Animals As Leaders,Kascade,0.00577,0.472,323728,0.979,0.814,6,0.286,-4.386,0,0.181,159.969,3,0.249,heavy-metal
Children Of Bodom,Are You Dead Yet,6.28e-06,0.467,234880,0.967,0.31,8,0.301,-2.99,1,0.0491,95.991,4,0.314,heavy-metal
In Flames,Deliver Us,2.22e-05,0.499,210907,0.964,0.348,6,0.0941,-2.735,1,0.0556,110.018,4,0.355,heavy-metal
Korpiklaani,Lempo,1.67e-05,0.385,335347,0.927,0.0004,9,0.377,-4.57,1,0.0535,180.08,4,0.483,heavy-metal
Mayhem,Freezing Moon,2.67e-05,0.16,383053,0.975,0.606,4,0.0884,-9.1,1,0.111,90.921,4,0.113,heavy-metal
Helloween,If I Could Fly,0.00446,0.469,248027,0.896,0,4,0.14,-5.007,0,0.0367,79.078,4,0.656,heavy-metal
Periphery,The Bad Thing,0.000216,0.311,353442,0.953,2.19e-06,2,0.111,-4.96,1,0.172,132.856,4,0.401,heavy-metal
Trivium,Strife,3.58e-05,0.461,269266,0.987,8.48e-05,1,0.359,-1.711,0,0.108,142.031,4,0.318,heavy-metal
Machine Head,Locust,7.51e-05,0.352,456320,0.956,0.0203,7,0.125,-3.634,1,0.149,122.897,4,0.224,heavy-metal
Mastodon,Blood and Thunder,1.33e-05,0.344,228587,0.947,0.715,2,0.028,-4.905,1,0.08,92.715,4,0.352,heavy-metal
Slayer,Dead Skin Mask,0.000244,0.353,320520,0.987,0.000453,3,0.178,-4.441,1,0.205,110.175,4,0.0399,heavy-metal
Metallica,For Whom The Bell Tolls,0.0173,0.519,309933,0.861,0.00312,0,0.06,-6.67,1,0.0758,117.846,4,0.216,heavy-metal
Iron Maiden,The Trooper - 1998 Remastered Version,0.0238,0.286,250973,0.856,0.0542,4,0.487,-6.777,0,0.0585,162.12,4,0.705,heavy-metal
Stratovarius,Unbreakable,0.000156,0.465,277547,0.958,0.000111,1,0.117,-4.247,0,0.0418,141.214,4,0.61,heavy-metal
Kalmah,Seventh Swamphony,9.04e-06,0.436,310720,0.959,0.779,6,0.197,-4.095,0,0.052,99.99,4,0.334,heavy-metal
Whitechapel,Let Me Burn,0.00424,0.388,263467,0.993,3.72e-05,8,0.274,-2.863,1,0.138,140.468,4,0.0472,heavy-metal
Motörhead,Overkill,6.33e-06,0.309,311920,0.87,0.0366,11,0.0913,-6.912,1,0.127,119.54,4,0.222,heavy-metal
Sentenced,Killing Me Killing You,0.000134,0.545,255160,0.847,2.49e-05,0,0.19,-4.317,0,0.0351,114.997,4,0.17,heavy-metal
Five Finger Death Punch,Lift Me Up (feat. Rob Halford of Judas Priest),8.45e-05,0.508,246209,0.988,0,1,0.209,-3.613,0,0.165,75.018,4,0.165,heavy-metal
Nightwish,Wish I Had An Angel,9.68e-06,0.438,242927,0.936,0.029,0,0.49,-6.465,1,0.0533,79.512,4,0.565,heavy-metal
Pantera,5 Minutes Alone - Remastered,0.00248,0.515,351720,0.878,0.0691,7,0.0839,-5.919,1,0.0477,95.545,4,0.591,heavy-metal
Insomnium,Ephemeral (album version),3.65e-06,0.393,241893,0.983,0.00144,6,0.293,-4.898,0,0.0747,95.065,4,0.516,heavy-metal
Gojira,L'Enfant Sauvage,0.000146,0.143,257733,0.995,0.438,8,0.364,-5.698,1,0.185,87.803,3,0.0731,heavy-metal
The Haunted,99,4.39e-06,0.379,238947,0.966,0.138,9,0.401,-3.602,1,0.0634,176.917,4,0.415,heavy-metal
At The Gates,At War With Reality,2.11e-06,0.438,188800,0.991,0.161,7,0.231,-5.245,1,0.0748,106.538,3,0.413,heavy-metal
Lamb of God,Walk with Me In Hell,3.97e-05,0.283,312507,0.983,0.0047,0,0.336,-3.561,0,0.126,110.032,4,0.12,heavy-metal
Dream Theater,Pull Me Under,0.000731,0.527,492306,0.966,0.0775,9,0.596,-6.836,1,0.0536,102.199,4,0.239,heavy-metal
Paradise Lost,Punishment Through Time,6.15e-05,0.443,312382,0.934,0.00404,2,0.129,-5.766,1,0.0853,76.011,4,0.226,heavy-metal
Within The Ruins,Gods Amongst Men,0.001,0.53,303880,0.994,0.00288,1,0.316,-3.26,0,0.186,117.509,4,0.148,heavy-metal
Sabaton,Carolus Rex,0.000594,0.443,293827,0.846,9.09e-05,10,0.101,-5.545,0,0.0499,176.129,4,0.233,heavy-metal
Children Of Bodom,Downfall,0.00134,0.441,273706,0.95,0.884,3,0.15,-3.737,1,0.055,99.53,4,0.266,heavy-metal
Blind Guardian,Twilight of the Gods,0.000291,0.421,291267,0.948,0.0245,8,0.0388,-6.526,1,0.0628,188.074,4,0.364,heavy-metal
Slipknot,Wait And Bleed,0.00152,0.358,147827,0.995,0,7,0.271,-4.851,1,0.0903,93.04,4,0.339,heavy-metal
Korpiklaani,Ievan Polkka,4.48e-05,0.534,188400,0.972,0.626,0,0.308,-4.309,1,0.0372,130.023,4,0.945,heavy-metal
Bruce Dickinson,Tears of the Dragon,0.00386,0.496,384013,0.62,1.47e-06,4,0.114,-7.458,0,0.0265,140.06,4,0.275,heavy-metal
